,avgOdds,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
32878,2.386,65,50,50,65,65,45,55,50
32879,2.386,64,49,49,53,34,46,44,49
32880,2.386,64,49,49,53,37,42,44,49
32881,2.386,64,49,49,53,34,46,44,49
32882,2.386,64,50,49,53,46,46,44,49
32883,2.48,30,30,60,50,70,70,60,70
32884,2.48,65,50,50,65,65,45,55,50
32885,2.48,64,49,49,53,34,46,44,49
32886,2.48,64,49,49,53,37,42,44,49
32887,2.48,64,49,49,53,34,46,44,49
32888,2.48,64,50,49,53,46,46,44,49
32889,4.46,30,30,60,50,70,70,60,70
32890,4.46,65,50,50,65,65,45,55,50
32891,4.46,64,49,49,53,34,46,44,49
32892,4.46,64,49,49,53,37,42,44,49
32893,4.46,64,49,49,53,34,46,44,49
32894,4.46,64,50,49,53,46,46,44,49
32895,2.71,30,30,60,50,70,70,60,70
32896,2.71,65,50,50,65,65,45,55,50
32897,2.71,64,49,49,53,34,46,44,49
32898,2.71,64,49,49,53,37,42,44,49
32899,2.71,64,49,49,53,34,46,44,49
32900,2.71,64,50,49,53,46,46,44,49
32901,5.45,30,30,60,50,70,70,60,70
32902,5.45,65,50,50,65,65,45,55,50
32903,5.45,64,49,49,53,34,46,44,49
32904,5.45,64,49,49,53,37,42,44,49
32905,5.45,64,49,49,53,34,46,44,49
32906,5.45,64,50,49,53,46,46,44,49
32907,4.15,30,30,60,50,70,70,60,70
32908,4.15,65,50,50,65,65,45,55,50
32909,4.15,64,49,49,53,34,46,44,49
32910,4.15,64,49,49,53,37,42,44,49
32911,4.15,64,49,49,53,34,46,44,49
32912,4.15,64,50,49,53,46,46,44,49
32913,3.4200000000000004,30,30,60,50,70,70,60,70
32914,3.4200000000000004,65,50,50,65,65,45,55,50
32915,3.4200000000000004,64,49,49,53,34,46,44,49
32916,3.4200000000000004,64,49,49,53,37,42,44,49
32917,3.4200000000000004,64,49,49,53,34,46,44,49
32918,3.4200000000000004,64,50,49,53,46,46,44,49
32919,2.1399999999999997,30,30,60,50,70,70,60,70
32920,2.1399999999999997,65,50,50,65,65,45,55,50
32921,2.1399999999999997,64,49,49,53,34,46,44,49
32922,2.1399999999999997,64,49,49,53,37,42,44,49
32923,2.1399999999999997,64,49,49,53,34,46,44,49
32924,2.1399999999999997,64,50,49,53,46,46,44,49
32925,3.4200000000000004,30,30,60,50,70,70,60,70
32926,3.4200000000000004,65,50,50,65,65,45,55,50
32927,3.4200000000000004,64,49,49,53,34,46,44,49
32928,3.4200000000000004,64,49,49,53,37,42,44,49
32929,3.4200000000000004,64,49,49,53,34,46,44,49
32930,3.4200000000000004,64,50,49,53,46,46,44,49
32931,2.7800000000000002,30,30,60,50,70,70,60,70
32932,2.7800000000000002,65,50,50,65,65,45,55,50
32933,2.7800000000000002,64,49,49,53,34,46,44,49
32934,2.7800000000000002,64,49,49,53,37,42,44,49
32935,2.7800000000000002,64,49,49,53,34,46,44,49
32936,2.7800000000000002,64,50,49,53,46,46,44,49
32937,6.49,50,65,30,35,30,30,50,35
32938,6.49,50,65,35,35,35,25,45,35
32939,6.49,23,33,49,40,43,44,32,36
32940,6.49,41,48,58,40,43,39,43,58
32941,6.49,39,54,49,40,43,44,53,57
32942,6.49,56,54,55,40,43,48,53,57
32943,3.18,50,65,30,35,30,30,50,35
32944,3.18,50,65,35,35,35,25,45,35
32945,3.18,23,33,49,40,43,44,32,36
32946,3.18,41,48,58,40,43,39,43,58
32947,3.18,39,54,49,40,43,44,53,57
32948,3.18,56,54,55,40,43,48,53,57
32949,5.17,50,65,30,35,30,30,50,35
32950,5.17,50,65,35,35,35,25,45,35
32951,5.17,23,33,49,40,43,44,32,36
32952,5.17,41,48,58,40,43,39,43,58
32953,5.17,39,54,49,40,43,44,53,57
32954,5.17,56,54,55,40,43,48,53,57
32955,3.2700000000000005,50,65,30,35,30,30,50,35
32956,3.2700000000000005,50,65,35,35,35,25,45,35
32957,3.2700000000000005,23,33,49,40,43,44,32,36
32958,3.2700000000000005,41,48,58,40,43,39,43,58
32959,3.2700000000000005,39,54,49,40,43,44,53,57
32960,3.2700000000000005,56,54,55,40,43,48,53,57
32961,6.470000000000001,50,65,30,35,30,30,50,35
32962,6.470000000000001,50,65,35,35,35,25,45,35
32963,6.470000000000001,23,33,49,40,43,44,32,36
32964,6.470000000000001,41,48,58,40,43,39,43,58
32965,6.470000000000001,39,54,49,40,43,44,53,57
32966,6.470000000000001,56,54,55,40,43,48,53,57
32967,3.16,50,65,30,35,30,30,50,35
32968,3.16,50,65,35,35,35,25,45,35
32969,3.16,23,33,49,40,43,44,32,36
32970,3.16,41,48,58,40,43,39,43,58
32971,3.16,39,54,49,40,43,44,53,57
32972,3.16,56,54,55,40,43,48,53,57
32973,2.81,50,65,30,35,30,30,50,35
32974,2.81,50,65,35,35,35,25,45,35
32975,2.81,23,33,49,40,43,44,32,36
32976,2.81,41,48,58,40,43,39,43,58
32977,2.81,39,54,49,40,43,44,53,57
32978,2.81,56,54,55,40,43,48,53,57
32979,6.58,50,65,30,35,30,30,50,35
32980,6.58,50,65,35,35,35,25,45,35
32981,6.58,23,33,49,40,43,44,32,36
32982,6.58,41,48,58,40,43,39,43,58
32983,6.58,39,54,49,40,43,44,53,57
32984,6.58,56,54,55,40,43,48,53,57
32985,4.68,50,65,30,35,30,30,50,35
32986,4.68,50,65,35,35,35,25,45,35
32987,4.68,23,33,49,40,43,44,32,36
32988,4.68,41,48,58,40,43,39,43,58
32989,4.68,39,54,49,40,43,44,53,57
32990,4.68,56,54,55,40,43,48,53,57
32991,3.09,50,65,30,35,30,30,50,35
32992,3.09,50,65,35,35,35,25,45,35
32993,3.09,23,33,49,40,43,44,32,36
32994,3.09,41,48,58,40,43,39,43,58
32995,3.09,39,54,49,40,43,44,53,57
32996,3.09,56,54,55,40,43,48,53,57
32997,3.65,50,65,30,35,30,30,50,35
32998,3.65,50,65,35,35,35,25,45,35
32999,3.65,23,33,49,40,43,44,32,36
33000,3.65,41,48,58,40,43,39,43,58
33001,3.65,39,54,49,40,43,44,53,57
33002,3.65,56,54,55,40,43,48,53,57
33003,3.8599999999999994,50,65,30,35,30,30,50,35
33004,3.8599999999999994,50,65,35,35,35,25,45,35
33005,3.8599999999999994,23,33,49,40,43,44,32,36
33006,3.8599999999999994,41,48,58,40,43,39,43,58
33007,3.8599999999999994,39,54,49,40,43,44,53,57
33008,3.8599999999999994,56,54,55,40,43,48,53,57
33009,3.5700000000000003,50,65,30,35,30,30,50,35
33010,3.5700000000000003,50,65,35,35,35,25,45,35
33011,3.5700000000000003,23,33,49,40,43,44,32,36
33012,3.5700000000000003,41,48,58,40,43,39,43,58
33013,3.5700000000000003,39,54,49,40,43,44,53,57
33014,3.5700000000000003,56,54,55,40,43,48,53,57
33015,4.05,50,65,30,35,30,30,50,35
33016,4.05,50,65,35,35,35,25,45,35
33017,4.05,23,33,49,40,43,44,32,36
33018,4.05,41,48,58,40,43,39,43,58
33019,4.05,39,54,49,40,43,44,53,57
33020,4.05,56,54,55,40,43,48,53,57
33021,4.220000000000001,50,65,30,35,30,30,50,35
33022,4.220000000000001,50,65,35,35,35,25,45,35
33023,4.220000000000001,23,33,49,40,43,44,32,36
33024,4.220000000000001,41,48,58,40,43,39,43,58
33025,4.220000000000001,39,54,49,40,43,44,53,57
33026,4.220000000000001,56,54,55,40,43,48,53,57
33027,4.4159999999999995,50,65,30,35,30,30,50,35
33028,4.4159999999999995,50,65,35,35,35,25,45,35
33029,4.4159999999999995,23,33,49,40,43,44,32,36
33030,4.4159999999999995,41,48,58,40,43,39,43,58
33031,4.4159999999999995,39,54,49,40,43,44,53,57
33032,4.4159999999999995,56,54,55,40,43,48,53,57
33033,3.2600000000000002,50,65,30,35,30,30,50,35
33034,3.2600000000000002,50,65,35,35,35,25,45,35
33035,3.2600000000000002,23,33,49,40,43,44,32,36
33036,3.2600000000000002,41,48,58,40,43,39,43,58
33037,3.2600000000000002,39,54,49,40,43,44,53,57
33038,3.2600000000000002,56,54,55,40,43,48,53,57
33039,5.26,50,65,30,35,30,30,50,35
33040,5.26,50,65,35,35,35,25,45,35
33041,5.26,23,33,49,40,43,44,32,36
33042,5.26,41,48,58,40,43,39,43,58
33043,5.26,39,54,49,40,43,44,53,57
33044,5.26,56,54,55,40,43,48,53,57
33045,3.6799999999999997,50,65,30,35,30,30,50,35
33046,3.6799999999999997,50,65,35,35,35,25,45,35
33047,3.6799999999999997,23,33,49,40,43,44,32,36
33048,3.6799999999999997,41,48,58,40,43,39,43,58
33049,3.6799999999999997,39,54,49,40,43,44,53,57
33050,3.6799999999999997,56,54,55,40,43,48,53,57
33051,2.5740000000000003,50,40,30,40,60,70,70,70
33052,2.5740000000000003,65,35,50,65,50,55,45,65
33053,2.5740000000000003,64,62,49,53,66,44,34,51
33054,2.5740000000000003,59,54,49,53,66,44,34,51
33055,2.5740000000000003,59,54,49,53,66,44,34,51
33056,2.5740000000000003,59,54,49,53,66,44,34,51
33057,2.01,50,40,30,40,60,70,70,70
33058,2.01,65,35,50,65,50,55,45,65
33059,2.01,64,62,49,53,66,44,34,51
33060,2.01,59,54,49,53,66,44,34,51
33061,2.01,59,54,49,53,66,44,34,51
33062,2.01,59,54,49,53,66,44,34,51
33063,2.002,50,40,30,40,60,70,70,70
33064,2.002,65,35,50,65,50,55,45,65
33065,2.002,64,62,49,53,66,44,34,51
33066,2.002,59,54,49,53,66,44,34,51
33067,2.002,59,54,49,53,66,44,34,51
33068,2.002,59,54,49,53,66,44,34,51
33069,2.3659999999999997,50,40,30,40,60,70,70,70
33070,2.3659999999999997,65,35,50,65,50,55,45,65
33071,2.3659999999999997,64,62,49,53,66,44,34,51
33072,2.3659999999999997,59,54,49,53,66,44,34,51
33073,2.3659999999999997,59,54,49,53,66,44,34,51
33074,2.3659999999999997,59,54,49,53,66,44,34,51
33075,3.4,50,40,30,40,60,70,70,70
33076,3.4,65,35,50,65,50,55,45,65
33077,3.4,64,62,49,53,66,44,34,51
33078,3.4,59,54,49,53,66,44,34,51
33079,3.4,59,54,49,53,66,44,34,51
33080,3.4,59,54,49,53,66,44,34,51
33081,2.88,50,40,30,40,60,70,70,70
33082,2.88,65,35,50,65,50,55,45,65
33083,2.88,64,62,49,53,66,44,34,51
33084,2.88,59,54,49,53,66,44,34,51
33085,2.88,59,54,49,53,66,44,34,51
33086,2.88,59,54,49,53,66,44,34,51
33087,1.866,50,40,30,40,60,70,70,70
33088,1.866,65,35,50,65,50,55,45,65
33089,1.866,64,62,49,53,66,44,34,51
33090,1.866,59,54,49,53,66,44,34,51
33091,1.866,59,54,49,53,66,44,34,51
33092,1.866,59,54,49,53,66,44,34,51
33093,2.13,50,40,30,40,60,70,70,70
33094,2.13,65,35,50,65,50,55,45,65
33095,2.13,64,62,49,53,66,44,34,51
33096,2.13,59,54,49,53,66,44,34,51
33097,2.13,59,54,49,53,66,44,34,51
33098,2.13,59,54,49,53,66,44,34,51
33099,2.4939999999999998,50,40,30,40,60,70,70,70
33100,2.4939999999999998,65,35,50,65,50,55,45,65
33101,2.4939999999999998,64,62,49,53,66,44,34,51
33102,2.4939999999999998,59,54,49,53,66,44,34,51
33103,2.4939999999999998,59,54,49,53,66,44,34,51
33104,2.4939999999999998,59,54,49,53,66,44,34,51
33105,2.6699999999999995,50,40,30,40,60,70,70,70
33106,2.6699999999999995,65,35,50,65,50,55,45,65
33107,2.6699999999999995,64,62,49,53,66,44,34,51
33108,2.6699999999999995,59,54,49,53,66,44,34,51
33109,2.6699999999999995,59,54,49,53,66,44,34,51
33110,2.6699999999999995,59,54,49,53,66,44,34,51
33111,3.8599999999999994,50,40,30,40,60,70,70,70
33112,3.8599999999999994,65,35,50,65,50,55,45,65
33113,3.8599999999999994,64,62,49,53,66,44,34,51
33114,3.8599999999999994,59,54,49,53,66,44,34,51
33115,3.8599999999999994,59,54,49,53,66,44,34,51
33116,3.8599999999999994,59,54,49,53,66,44,34,51
33117,3.1900000000000004,50,40,30,40,60,70,70,70
33118,3.1900000000000004,65,35,50,65,50,55,45,65
33119,3.1900000000000004,64,62,49,53,66,44,34,51
33120,3.1900000000000004,59,54,49,53,66,44,34,51
33121,3.1900000000000004,59,54,49,53,66,44,34,51
33122,3.1900000000000004,59,54,49,53,66,44,34,51
33123,3.196,50,40,30,40,60,70,70,70
33124,3.196,65,35,50,65,50,55,45,65
33125,3.196,64,62,49,53,66,44,34,51
33126,3.196,59,54,49,53,66,44,34,51
33127,3.196,59,54,49,53,66,44,34,51
33128,3.196,59,54,49,53,66,44,34,51
33129,2.0700000000000003,50,40,30,40,60,70,70,70
33130,2.0700000000000003,65,35,50,65,50,55,45,65
33131,2.0700000000000003,64,62,49,53,66,44,34,51
33132,2.0700000000000003,59,54,49,53,66,44,34,51
33133,2.0700000000000003,59,54,49,53,66,44,34,51
33134,2.0700000000000003,59,54,49,53,66,44,34,51
33135,3.8,50,40,30,40,60,70,70,70
33136,3.8,65,35,50,65,50,55,45,65
33137,3.8,64,62,49,53,66,44,34,51
33138,3.8,59,54,49,53,66,44,34,51
33139,3.8,59,54,49,53,66,44,34,51
33140,3.8,59,54,49,53,66,44,34,51
33141,2.07,50,40,30,40,60,70,70,70
33142,2.07,65,35,50,65,50,55,45,65
33143,2.07,64,62,49,53,66,44,34,51
33144,2.07,59,54,49,53,66,44,34,51
33145,2.07,59,54,49,53,66,44,34,51
33146,2.07,59,54,49,53,66,44,34,51
33147,2.5100000000000002,50,40,30,40,60,70,70,70
33148,2.5100000000000002,65,35,50,65,50,55,45,65
33149,2.5100000000000002,64,62,49,53,66,44,34,51
33150,2.5100000000000002,59,54,49,53,66,44,34,51
33151,2.5100000000000002,59,54,49,53,66,44,34,51
33152,2.5100000000000002,59,54,49,53,66,44,34,51
33153,2.426,50,40,30,40,60,70,70,70
33154,2.426,65,35,50,65,50,55,45,65
33155,2.426,64,62,49,53,66,44,34,51
33156,2.426,59,54,49,53,66,44,34,51
33157,2.426,59,54,49,53,66,44,34,51
33158,2.426,59,54,49,53,66,44,34,51
33159,1.546,50,40,30,40,60,70,70,70
33160,1.546,65,35,50,65,50,55,45,65
33161,1.546,64,62,49,53,66,44,34,51
33162,1.546,59,54,49,53,66,44,34,51
33163,1.546,59,54,49,53,66,44,34,51
33164,1.546,59,54,49,53,66,44,34,51
33165,2.23,50,40,30,40,60,70,70,70
33166,2.23,65,35,50,65,50,55,45,65
33167,2.23,64,62,49,53,66,44,34,51
33168,2.23,59,54,49,53,66,44,34,51
33169,2.23,59,54,49,53,66,44,34,51
33170,2.23,59,54,49,53,66,44,34,51
33171,2.2,50,40,30,40,60,70,70,70
33172,2.2,65,35,50,65,50,55,45,65
33173,2.2,64,62,49,53,66,44,34,51
33174,2.2,59,54,49,53,66,44,34,51
33175,2.2,59,54,49,53,66,44,34,51
33176,2.2,59,54,49,53,66,44,34,51
33177,2.65,50,40,30,40,60,70,70,70
33178,2.65,65,35,50,65,50,55,45,65
33179,2.65,64,62,49,53,66,44,34,51
33180,2.65,59,54,49,53,66,44,34,51
33181,2.65,59,54,49,53,66,44,34,51
33182,2.65,59,54,49,53,66,44,34,51
33183,2.25,50,40,30,40,60,70,70,70
33184,2.25,65,35,50,65,50,55,45,65
33185,2.25,64,62,49,53,66,44,34,51
33186,2.25,59,54,49,53,66,44,34,51
33187,2.25,59,54,49,53,66,44,34,51
33188,2.25,59,54,49,53,66,44,34,51
33189,2.41,50,40,30,40,60,70,70,70
33190,2.41,65,35,50,65,50,55,45,65
33191,2.41,64,62,49,53,66,44,34,51
33192,2.41,59,54,49,53,66,44,34,51
33193,2.41,59,54,49,53,66,44,34,51
33194,2.41,59,54,49,53,66,44,34,51
33195,2.2199999999999998,50,40,30,40,60,70,70,70
33196,2.2199999999999998,65,35,50,65,50,55,45,65
33197,2.2199999999999998,64,62,49,53,66,44,34,51
33198,2.2199999999999998,59,54,49,53,66,44,34,51
33199,2.2199999999999998,59,54,49,53,66,44,34,51
33200,2.2199999999999998,59,54,49,53,66,44,34,51
33201,1.964,50,40,30,40,60,70,70,70
33202,1.964,65,35,50,65,50,55,45,65
33203,1.964,64,62,49,53,66,44,34,51
33204,1.964,59,54,49,53,66,44,34,51
33205,1.964,59,54,49,53,66,44,34,51
33206,1.964,59,54,49,53,66,44,34,51
33207,3.8,50,40,30,40,60,70,70,70
33208,3.8,65,35,50,65,50,55,45,65
33209,3.8,64,62,49,53,66,44,34,51
33210,3.8,59,54,49,53,66,44,34,51
33211,3.8,59,54,49,53,66,44,34,51
33212,3.8,59,54,49,53,66,44,34,51
33213,1.918,50,40,30,40,60,70,70,70
33214,1.918,65,35,50,65,50,55,45,65
33215,1.918,64,62,49,53,66,44,34,51
33216,1.918,59,54,49,53,66,44,34,51
33217,1.918,59,54,49,53,66,44,34,51
33218,1.918,59,54,49,53,66,44,34,51
33219,3.75,50,40,30,40,60,70,70,70
33220,3.75,65,35,50,65,50,55,45,65
33221,3.75,64,62,49,53,66,44,34,51
33222,3.75,59,54,49,53,66,44,34,51
33223,3.75,59,54,49,53,66,44,34,51
33224,3.75,59,54,49,53,66,44,34,51
33225,2.934,50,40,30,40,60,70,70,70
33226,2.934,65,35,50,65,50,55,45,65
33227,2.934,64,62,49,53,66,44,34,51
33228,2.934,59,54,49,53,66,44,34,51
33229,2.934,59,54,49,53,66,44,34,51
33230,2.934,59,54,49,53,66,44,34,51
33231,2.2660000000000005,50,40,30,40,60,70,70,70
33232,2.2660000000000005,65,35,50,65,50,55,45,65
33233,2.2660000000000005,64,62,49,53,66,44,34,51
33234,2.2660000000000005,59,54,49,53,66,44,34,51
33235,2.2660000000000005,59,54,49,53,66,44,34,51
33236,2.2660000000000005,59,54,49,53,66,44,34,51
33237,3.81,50,40,30,40,60,70,70,70
33238,3.81,65,35,50,65,50,55,45,65
33239,3.81,64,62,49,53,66,44,34,51
33240,3.81,59,54,49,53,66,44,34,51
33241,3.81,59,54,49,53,66,44,34,51
33242,3.81,59,54,49,53,66,44,34,51
33243,4.5200000000000005,50,40,30,40,60,70,70,70
33244,4.5200000000000005,65,35,50,65,50,55,45,65
33245,4.5200000000000005,64,62,49,53,66,44,34,51
33246,4.5200000000000005,59,54,49,53,66,44,34,51
33247,4.5200000000000005,59,54,49,53,66,44,34,51
33248,4.5200000000000005,59,54,49,53,66,44,34,51
33249,2.91,50,40,30,40,60,70,70,70
33250,2.91,65,35,50,65,50,55,45,65
33251,2.91,64,62,49,53,66,44,34,51
33252,2.91,59,54,49,53,66,44,34,51
33253,2.91,59,54,49,53,66,44,34,51
33254,2.91,59,54,49,53,66,44,34,51
33255,2.814,50,40,30,40,60,70,70,70
33256,2.814,65,35,50,65,50,55,45,65
33257,2.814,64,62,49,53,66,44,34,51
33258,2.814,59,54,49,53,66,44,34,51
33259,2.814,59,54,49,53,66,44,34,51
33260,2.814,59,54,49,53,66,44,34,51
33261,2.13,50,40,30,40,60,70,70,70
33262,2.13,65,35,50,65,50,55,45,65
33263,2.13,64,62,49,53,66,44,34,51
33264,2.13,59,54,49,53,66,44,34,51
33265,2.13,59,54,49,53,66,44,34,51
33266,2.13,59,54,49,53,66,44,34,51
33267,2.66,50,40,30,40,60,70,70,70
33268,2.66,65,35,50,65,50,55,45,65
33269,2.66,64,62,49,53,66,44,34,51
33270,2.66,59,54,49,53,66,44,34,51
33271,2.66,59,54,49,53,66,44,34,51
33272,2.66,59,54,49,53,66,44,34,51
33273,1.8699999999999999,50,40,30,40,60,70,70,70
33274,1.8699999999999999,65,35,50,65,50,55,45,65
33275,1.8699999999999999,64,62,49,53,66,44,34,51
33276,1.8699999999999999,59,54,49,53,66,44,34,51
33277,1.8699999999999999,59,54,49,53,66,44,34,51
33278,1.8699999999999999,59,54,49,53,66,44,34,51
33279,2.9240000000000004,50,40,30,40,60,70,70,70
33280,2.9240000000000004,65,35,50,65,50,55,45,65
33281,2.9240000000000004,64,62,49,53,66,44,34,51
33282,2.9240000000000004,59,54,49,53,66,44,34,51
33283,2.9240000000000004,59,54,49,53,66,44,34,51
33284,2.9240000000000004,59,54,49,53,66,44,34,51
33285,2.4560000000000004,50,40,30,40,60,70,70,70
33286,2.4560000000000004,65,35,50,65,50,55,45,65
33287,2.4560000000000004,64,62,49,53,66,44,34,51
33288,2.4560000000000004,59,54,49,53,66,44,34,51
33289,2.4560000000000004,59,54,49,53,66,44,34,51
33290,2.4560000000000004,59,54,49,53,66,44,34,51
33291,3.4699999999999998,50,40,30,40,60,70,70,70
33292,3.4699999999999998,65,35,50,65,50,55,45,65
33293,3.4699999999999998,64,62,49,53,66,44,34,51
33294,3.4699999999999998,59,54,49,53,66,44,34,51
33295,3.4699999999999998,59,54,49,53,66,44,34,51
33296,3.4699999999999998,59,54,49,53,66,44,34,51
33297,2.914,50,40,30,40,60,70,70,70
33298,2.914,65,35,50,65,50,55,45,65
33299,2.914,64,62,49,53,66,44,34,51
33300,2.914,59,54,49,53,66,44,34,51
33301,2.914,59,54,49,53,66,44,34,51
33302,2.914,59,54,49,53,66,44,34,51
33303,6.859999999999999,50,40,30,40,60,70,70,70
33304,6.859999999999999,65,35,50,65,50,55,45,65
33305,6.859999999999999,64,62,49,53,66,44,34,51
33306,6.859999999999999,59,54,49,53,66,44,34,51
33307,6.859999999999999,59,54,49,53,66,44,34,51
33308,6.859999999999999,59,54,49,53,66,44,34,51
33309,2.32,50,40,30,40,60,70,70,70
33310,2.32,65,35,50,65,50,55,45,65
33311,2.32,64,62,49,53,66,44,34,51
33312,2.32,59,54,49,53,66,44,34,51
33313,2.32,59,54,49,53,66,44,34,51
33314,2.32,59,54,49,53,66,44,34,51
33315,3.28,50,40,30,40,60,70,70,70
33316,3.28,65,35,50,65,50,55,45,65
33317,3.28,64,62,49,53,66,44,34,51
33318,3.28,59,54,49,53,66,44,34,51
33319,3.28,59,54,49,53,66,44,34,51
33320,3.28,59,54,49,53,66,44,34,51
33321,3.2800000000000002,50,40,30,40,60,70,70,70
33322,3.2800000000000002,65,35,50,65,50,55,45,65
33323,3.2800000000000002,64,62,49,53,66,44,34,51
33324,3.2800000000000002,59,54,49,53,66,44,34,51
33325,3.2800000000000002,59,54,49,53,66,44,34,51
33326,3.2800000000000002,59,54,49,53,66,44,34,51
33327,2.5780000000000003,50,40,30,40,60,70,70,70
33328,2.5780000000000003,65,35,50,65,50,55,45,65
33329,2.5780000000000003,64,62,49,53,66,44,34,51
33330,2.5780000000000003,59,54,49,53,66,44,34,51
33331,2.5780000000000003,59,54,49,53,66,44,34,51
33332,2.5780000000000003,59,54,49,53,66,44,34,51
33333,4.372,50,40,30,40,60,70,70,70
33334,4.372,65,35,50,65,50,55,45,65
33335,4.372,64,62,49,53,66,44,34,51
33336,4.372,59,54,49,53,66,44,34,51
33337,4.372,59,54,49,53,66,44,34,51
33338,4.372,59,54,49,53,66,44,34,51
33339,2.864,50,40,30,40,60,70,70,70
33340,2.864,65,35,50,65,50,55,45,65
33341,2.864,64,62,49,53,66,44,34,51
33342,2.864,59,54,49,53,66,44,34,51
33343,2.864,59,54,49,53,66,44,34,51
33344,2.864,59,54,49,53,66,44,34,51
33345,4.51,50,40,30,40,60,70,70,70
33346,4.51,65,35,50,65,50,55,45,65
33347,4.51,64,62,49,53,66,44,34,51
33348,4.51,59,54,49,53,66,44,34,51
33349,4.51,59,54,49,53,66,44,34,51
33350,4.51,59,54,49,53,66,44,34,51
33351,2.5080000000000005,50,40,30,40,60,70,70,70
33352,2.5080000000000005,65,35,50,65,50,55,45,65
33353,2.5080000000000005,64,62,49,53,66,44,34,51
33354,2.5080000000000005,59,54,49,53,66,44,34,51
33355,2.5080000000000005,59,54,49,53,66,44,34,51
33356,2.5080000000000005,59,54,49,53,66,44,34,51
33357,2.7600000000000002,50,40,30,40,60,70,70,70
33358,2.7600000000000002,65,35,50,65,50,55,45,65
33359,2.7600000000000002,64,62,49,53,66,44,34,51
33360,2.7600000000000002,59,54,49,53,66,44,34,51
33361,2.7600000000000002,59,54,49,53,66,44,34,51
33362,2.7600000000000002,59,54,49,53,66,44,34,51
33363,2.75,50,40,30,40,60,70,70,70
33364,2.75,65,35,50,65,50,55,45,65
33365,2.75,64,62,49,53,66,44,34,51
33366,2.75,59,54,49,53,66,44,34,51
33367,2.75,59,54,49,53,66,44,34,51
33368,2.75,59,54,49,53,66,44,34,51
33369,2.596,50,40,30,40,60,70,70,70
33370,2.596,65,35,50,65,50,55,45,65
33371,2.596,64,62,49,53,66,44,34,51
33372,2.596,59,54,49,53,66,44,34,51
33373,2.596,59,54,49,53,66,44,34,51
33374,2.596,59,54,49,53,66,44,34,51
33375,2.05,50,40,30,40,60,70,70,70
33376,2.05,65,35,50,65,50,55,45,65
33377,2.05,64,62,49,53,66,44,34,51
33378,2.05,59,54,49,53,66,44,34,51
33379,2.05,59,54,49,53,66,44,34,51
33380,2.05,59,54,49,53,66,44,34,51
33381,2.6740000000000004,50,40,30,40,60,70,70,70
33382,2.6740000000000004,65,35,50,65,50,55,45,65
33383,2.6740000000000004,64,62,49,53,66,44,34,51
33384,2.6740000000000004,59,54,49,53,66,44,34,51
33385,2.6740000000000004,59,54,49,53,66,44,34,51
33386,2.6740000000000004,59,54,49,53,66,44,34,51
33387,3.4899999999999998,50,40,30,40,60,70,70,70
33388,3.4899999999999998,65,35,50,65,50,55,45,65
33389,3.4899999999999998,64,62,49,53,66,44,34,51
33390,3.4899999999999998,59,54,49,53,66,44,34,51
33391,3.4899999999999998,59,54,49,53,66,44,34,51
33392,3.4899999999999998,59,54,49,53,66,44,34,51
33393,2.586,60,40,45,35,55,30,70,30
33394,2.586,65,45,65,65,50,45,45,50
33395,2.586,59,52,48,34,52,38,47,53
33396,2.586,59,52,48,34,52,38,47,53
33397,2.586,59,52,48,38,52,38,47,53
33398,2.586,59,52,48,38,52,38,47,53
33399,5.42,60,40,45,35,55,30,70,30
33400,5.42,65,45,65,65,50,45,45,50
33401,5.42,59,52,48,34,52,38,47,53
33402,5.42,59,52,48,34,52,38,47,53
33403,5.42,59,52,48,38,52,38,47,53
33404,5.42,59,52,48,38,52,38,47,53
33405,3.5799999999999996,60,40,45,35,55,30,70,30
33406,3.5799999999999996,65,45,65,65,50,45,45,50
33407,3.5799999999999996,59,52,48,34,52,38,47,53
33408,3.5799999999999996,59,52,48,34,52,38,47,53
33409,3.5799999999999996,59,52,48,38,52,38,47,53
33410,3.5799999999999996,59,52,48,38,52,38,47,53
33411,2.95,60,40,45,35,55,30,70,30
33412,2.95,65,45,65,65,50,45,45,50
33413,2.95,59,52,48,34,52,38,47,53
33414,2.95,59,52,48,34,52,38,47,53
33415,2.95,59,52,48,38,52,38,47,53
33416,2.95,59,52,48,38,52,38,47,53
33417,5.7,60,40,45,35,55,30,70,30
33418,5.7,65,45,65,65,50,45,45,50
33419,5.7,59,52,48,34,52,38,47,53
33420,5.7,59,52,48,34,52,38,47,53
33421,5.7,59,52,48,38,52,38,47,53
33422,5.7,59,52,48,38,52,38,47,53
33423,4.656000000000001,60,40,45,35,55,30,70,30
33424,4.656000000000001,65,45,65,65,50,45,45,50
33425,4.656000000000001,59,52,48,34,52,38,47,53
33426,4.656000000000001,59,52,48,34,52,38,47,53
33427,4.656000000000001,59,52,48,38,52,38,47,53
33428,4.656000000000001,59,52,48,38,52,38,47,53
33429,2.726,60,40,45,35,55,30,70,30
33430,2.726,65,45,65,65,50,45,45,50
33431,2.726,59,52,48,34,52,38,47,53
33432,2.726,59,52,48,34,52,38,47,53
33433,2.726,59,52,48,38,52,38,47,53
33434,2.726,59,52,48,38,52,38,47,53
33435,2.34,60,40,45,35,55,30,70,30
33436,2.34,65,45,65,65,50,45,45,50
